Year,PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
2021-22,ELECTRONICS COMPONENTS                            ,AUSTRALIA,NA,null,9.72
2021-22,ELECTRONICS COMPONENTS                            ,AUSTRIA,NA,null,36.99
2021-22,ELECTRONICS COMPONENTS                            ,AZERBAIJAN,NA,null,0.02
2021-22,ELECTRONICS COMPONENTS                            ,BAHARAIN IS,NA,null,0.37
2021-22,ELECTRONICS COMPONENTS                            ,BANGLADESH PR,NA,null,0.02
2021-22,ELECTRONICS COMPONENTS                            ,BELARUS,NA,null,0.68
2021-22,ELECTRONICS COMPONENTS                            ,BELGIUM,NA,null,43.34
2021-22,ELECTRONICS COMPONENTS                            ,BELIZE,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,BERMUDA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,BHUTAN,NA,null,0.03
2021-22,ELECTRONICS COMPONENTS                            ,BOLIVIA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,BOSNIA-HRZGOVIN,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,BR VIRGN IS,NA,null,0.64
2021-22,ELECTRONICS COMPONENTS                            ,BRAZIL,NA,null,3.22
2021-22,ELECTRONICS COMPONENTS                            ,BRUNEI,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,BULGARIA,NA,null,6.97
2021-22,ELECTRONICS COMPONENTS                            ,CAMBODIA,NA,null,2.16
2021-22,ELECTRONICS COMPONENTS                            ,CAMEROON,NA,null,0.03
2021-22,ELECTRONICS COMPONENTS                            ,CANADA,NA,null,14.01
2021-22,ELECTRONICS COMPONENTS                            ,CAYMAN IS,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,CHAD,NA,null,0.04
2021-22,ELECTRONICS COMPONENTS                            ,CHILE,NA,null,0.67
2021-22,ELECTRONICS COMPONENTS                            ,CHINA P RP,NA,null,12929.33
2021-22,ELECTRONICS COMPONENTS                            ,COLOMBIA,NA,null,0.22
2021-22,ELECTRONICS COMPONENTS                            ,CONGO P REP,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,COSTA RICA,NA,null,3.7
2021-22,ELECTRONICS COMPONENTS                            ,COTE D' IVOIRE,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,CROATIA,NA,null,0.18
2021-22,ELECTRONICS COMPONENTS                            ,CYPRUS,NA,null,0.06
2021-22,ELECTRONICS COMPONENTS                            ,CZECH REPUBLIC,NA,null,14.55
2021-22,ELECTRONICS COMPONENTS                            ,DENMARK,NA,null,10.54
2021-22,ELECTRONICS COMPONENTS                            ,DOMINIC REP,NA,null,0.19
2021-22,ELECTRONICS COMPONENTS                            ,DOMINICA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,ECUADOR,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,EGYPT A RP,NA,null,0.91
2021-22,ELECTRONICS COMPONENTS                            ,EL SALVADOR,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,ESTONIA,NA,null,1.82
2021-22,ELECTRONICS COMPONENTS                            ,ETHIOPIA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,FIJI IS,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,FINLAND,NA,null,136.36
2021-22,ELECTRONICS COMPONENTS                            ,FRANCE,NA,null,169.79
2021-22,ELECTRONICS COMPONENTS                            ,GABON,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,GEORGIA,NA,null,0.06
2021-22,ELECTRONICS COMPONENTS                            ,GERMANY,NA,null,552.84
2021-22,ELECTRONICS COMPONENTS                            ,GHANA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,GREECE,NA,null,1.47
2021-22,ELECTRONICS COMPONENTS                            ,GUATEMALA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,GUINEA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,HONDURAS,NA,null,0.2
2021-22,ELECTRONICS COMPONENTS                            ,HONG KONG,NA,null,4756.4
2021-22,ELECTRONICS COMPONENTS                            ,HUNGARY,NA,null,11.83
2021-22,ELECTRONICS COMPONENTS                            ,ICELAND,NA,null,0.08
2021-22,ELECTRONICS COMPONENTS                            ,INDONESIA,NA,null,14.78
2021-22,ELECTRONICS COMPONENTS                            ,INSTALLATIONS IN INTERNATIONAL WATERS,NA,null,0.1
2021-22,ELECTRONICS COMPONENTS                            ,IRAN,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,IRAQ,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,IRELAND,NA,null,206.25
2021-22,ELECTRONICS COMPONENTS                            ,ISRAEL,NA,null,143.76
2021-22,ELECTRONICS COMPONENTS                            ,ITALY,NA,null,64.17
2021-22,ELECTRONICS COMPONENTS                            ,JAMAICA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,JAPAN,NA,null,546.55
2021-22,ELECTRONICS COMPONENTS                            ,JORDAN,NA,null,0.02
2021-22,ELECTRONICS COMPONENTS                            ,KAZAKHSTAN,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,KENYA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,KOREA DP RP,NA,null,0.08
2021-22,ELECTRONICS COMPONENTS                            ,KOREA RP,NA,null,1755.26
2021-22,ELECTRONICS COMPONENTS                            ,KUWAIT,NA,null,0.18
2021-22,ELECTRONICS COMPONENTS                            ,LATVIA,NA,null,1.2
2021-22,ELECTRONICS COMPONENTS                            ,LEBANON,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,LIBYA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,LIECHTENSTEIN,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,LITHUANIA,NA,null,3
2021-22,ELECTRONICS COMPONENTS                            ,LUXEMBOURG,NA,null,0.25
2021-22,ELECTRONICS COMPONENTS                            ,MACAO,NA,null,7.18
2021-22,ELECTRONICS COMPONENTS                            ,MACEDONIA,NA,null,0.1
2021-22,ELECTRONICS COMPONENTS                            ,MALAWI,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MALAYSIA,NA,null,239.27
2021-22,ELECTRONICS COMPONENTS                            ,MALDIVES,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MALI,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MALTA,NA,null,2.3
2021-22,ELECTRONICS COMPONENTS                            ,MARSHALL ISLAND,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MAURITANIA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MAURITIUS,NA,null,5.43
2021-22,ELECTRONICS COMPONENTS                            ,MEXICO,NA,null,8.3
2021-22,ELECTRONICS COMPONENTS                            ,MOLDOVA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MONACO,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,MOROCCO,NA,null,0.86
2021-22,ELECTRONICS COMPONENTS                            ,MYANMAR,NA,null,2.17
2021-22,ELECTRONICS COMPONENTS                            ,NEPAL,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,NETHERLAND,NA,null,84.98
2021-22,ELECTRONICS COMPONENTS                            ,NETHERLANDANTIL,NA,null,0.19
2021-22,ELECTRONICS COMPONENTS                            ,NEW ZEALAND,NA,null,0.44
2021-22,ELECTRONICS COMPONENTS                            ,NIGERIA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,NIUE IS,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,NORWAY,NA,null,3.36
2021-22,ELECTRONICS COMPONENTS                            ,OMAN,NA,null,9.83
2021-22,ELECTRONICS COMPONENTS                            ,PANAMA REPUBLIC,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,PAPUA N GNA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,PARAGUAY,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,PERU,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,PHILIPPINES,NA,null,48.45
2021-22,ELECTRONICS COMPONENTS                            ,PITCAIRN IS.,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,POLAND,NA,null,15.13
2021-22,ELECTRONICS COMPONENTS                            ,PORTUGAL,NA,null,2.93
2021-22,ELECTRONICS COMPONENTS                            ,PUERTO RICO,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,QATAR,NA,null,0.27
2021-22,ELECTRONICS COMPONENTS                            ,REUNION,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,ROMANIA,NA,null,7.62
2021-22,ELECTRONICS COMPONENTS                            ,RUSSIA,NA,null,11.82
2021-22,ELECTRONICS COMPONENTS                            ,SAMOA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,SAUDI ARAB,NA,null,0.18
2021-22,ELECTRONICS COMPONENTS                            ,SENEGAL,NA,null,0.04
2021-22,ELECTRONICS COMPONENTS                            ,SERBIA,NA,null,0.6
2021-22,ELECTRONICS COMPONENTS                            ,SEYCHELLES,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,SINGAPORE,NA,null,1951.81
2021-22,ELECTRONICS COMPONENTS                            ,SLOVAK REP,NA,null,0.74
2021-22,ELECTRONICS COMPONENTS                            ,SLOVENIA,NA,null,3.01
2021-22,ELECTRONICS COMPONENTS                            ,SOUTH AFRICA,NA,null,0.48
2021-22,ELECTRONICS COMPONENTS                            ,SPAIN,NA,null,27.37
2021-22,ELECTRONICS COMPONENTS                            ,SRI LANKA DSR,NA,null,3.82
2021-22,ELECTRONICS COMPONENTS                            ,ST HELENA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,SUDAN,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,SWAZILAND,NA,null,0.23
2021-22,ELECTRONICS COMPONENTS                            ,SWEDEN,NA,null,28.96
2021-22,ELECTRONICS COMPONENTS                            ,SWITZERLAND,NA,null,66.19
2021-22,ELECTRONICS COMPONENTS                            ,TAIWAN,NA,null,718.54
2021-22,ELECTRONICS COMPONENTS                            ,TAJIKISTAN,NA,null,0.03
2021-22,ELECTRONICS COMPONENTS                            ,TANZANIA REP,NA,null,0.18
2021-22,ELECTRONICS COMPONENTS                            ,THAILAND,NA,null,163.46
2021-22,ELECTRONICS COMPONENTS                            ,TOGO,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,TRINIDAD,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,TUNISIA,NA,null,2.58
2021-22,ELECTRONICS COMPONENTS                            ,TURKEY,NA,null,10.19
2021-22,ELECTRONICS COMPONENTS                            ,U ARAB EMTS,NA,null,90.59
2021-22,ELECTRONICS COMPONENTS                            ,U K,NA,null,99.32
2021-22,ELECTRONICS COMPONENTS                            ,U S A,NA,null,638.96
2021-22,ELECTRONICS COMPONENTS                            ,UKRAINE,NA,null,0.77
2021-22,ELECTRONICS COMPONENTS                            ,UNSPECIFIED,NA,null,0.17
2021-22,ELECTRONICS COMPONENTS                            ,URUGUAY,NA,null,0.02
2021-22,ELECTRONICS COMPONENTS                            ,UZBEKISTAN,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,VENEZUELA,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,VIETNAM SOC REP,NA,null,234.32
2021-22,ELECTRONICS COMPONENTS                            ,VIRGIN IS US,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,ZAMBIA,NA,null,0.04
2021-22,ELECTRONICS COMPONENTS                            ,ZIMBABWE,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,AFGHANISTAN,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,ALGERIA,NA,null,0.94
2021-22,ELECTRONICS INSTRUMENTS                           ,AMERI SAMOA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,ANGOLA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,ARGENTINA,NA,null,0.32
2021-22,ELECTRONICS INSTRUMENTS                           ,ARMENIA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,AUSTRALIA,NA,null,18.2
2021-22,ELECTRONICS INSTRUMENTS                           ,AUSTRIA,NA,null,51.22
2021-22,ELECTRONICS INSTRUMENTS                           ,AZERBAIJAN,NA,null,0.27
2021-22,ELECTRONICS INSTRUMENTS                           ,BAHAMAS,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,BAHARAIN IS,NA,null,0.31
2021-22,ELECTRONICS INSTRUMENTS                           ,BANGLADESH PR,NA,null,0.77
2021-22,ELECTRONICS INSTRUMENTS                           ,BELARUS,NA,null,0.33
2021-22,ELECTRONICS INSTRUMENTS                           ,BELGIUM,NA,null,43.35
2021-22,ELECTRONICS INSTRUMENTS                           ,BELIZE,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,BENIN,NA,null,0.03
2021-22,ELECTRONICS INSTRUMENTS                           ,BHUTAN,NA,null,0.08
2021-22,ELECTRONICS INSTRUMENTS                           ,BOLIVIA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,BOSNIA-HRZGOVIN,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,BOTSWANA,NA,null,0.03
2021-22,ELECTRONICS INSTRUMENTS                           ,BR VIRGN IS,NA,null,0.05
2021-22,ELECTRONICS INSTRUMENTS                           ,BRAZIL,NA,null,7.33
2021-22,ELECTRONICS INSTRUMENTS                           ,BRUNEI,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,BULGARIA,NA,null,5.46
2021-22,ELECTRONICS INSTRUMENTS                           ,BURUNDI,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,C AFRI REP,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,CAMBODIA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,CAMEROON,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,CANADA,NA,null,27.77
2021-22,ELECTRONICS INSTRUMENTS                           ,CHAD,NA,null,0.01
2021-22,ELECTRONICS INSTRUMENTS                           ,CHILE,NA,null,0.98
2021-22,ELECTRONICS INSTRUMENTS                           ,CHINA P RP,NA,null,3337.58
2021-22,ELECTRONICS INSTRUMENTS                           ,CHRISTMAS IS.,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,COLOMBIA,NA,null,0.67
2021-22,ELECTRONICS INSTRUMENTS                           ,CONGO P REP,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,COSTA RICA,NA,null,0.13
2021-22,ELECTRONICS INSTRUMENTS                           ,COTE D' IVOIRE,NA,null,0.05
2021-22,ELECTRONICS INSTRUMENTS                           ,CROATIA,NA,null,0.05
2021-22,ELECTRONICS INSTRUMENTS                           ,CUBA,NA,null,0.01
2021-22,ELECTRONICS INSTRUMENTS                           ,CYPRUS,NA,null,0.04
2021-22,ELECTRONICS INSTRUMENTS                           ,CZECH REPUBLIC,NA,null,14.58
2021-22,ELECTRONICS INSTRUMENTS                           ,DENMARK,NA,null,37.74
2021-22,ELECTRONICS INSTRUMENTS                           ,DJIBOUTI,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,DOMINIC REP,NA,null,0.02
2021-22,ELECTRONICS INSTRUMENTS                           ,DOMINICA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,ECUADOR,NA,null,0.08
2021-22,ELECTRONICS INSTRUMENTS                           ,EGYPT A RP,NA,null,0.59
2021-22,ELECTRONICS INSTRUMENTS                           ,EL SALVADOR,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,ESTONIA,NA,null,1.81
2021-22,ELECTRONICS INSTRUMENTS                           ,ETHIOPIA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,FIJI IS,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,FINLAND,NA,null,55.87
2021-22,ELECTRONICS INSTRUMENTS                           ,FRANCE,NA,null,126.84
2021-22,ELECTRONICS INSTRUMENTS                           ,GABON,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,GEORGIA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,GERMANY,NA,null,676.37
2021-22,ELECTRONICS INSTRUMENTS                           ,GHANA,NA,null,0.04
2021-22,ELECTRONICS INSTRUMENTS                           ,GREECE,NA,null,0.82
2021-22,ELECTRONICS INSTRUMENTS                           ,GUADELOUPE,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,GUATEMALA,NA,null,0.08
2021-22,ELECTRONICS INSTRUMENTS                           ,GUINEA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,GUYANA,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,HONDURAS,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,HONG KONG,NA,null,653.74
2021-22,ELECTRONICS INSTRUMENTS                           ,HUNGARY,NA,null,39.58
2021-22,ELECTRONICS INSTRUMENTS                           ,ICELAND,NA,null,0.23
2021-22,ELECTRONICS INSTRUMENTS                           ,INDONESIA,NA,null,46.44
2021-22,ELECTRONICS INSTRUMENTS                           ,IRAN,NA,null,0
2021-22,ELECTRONICS INSTRUMENTS                           ,IRELAND,NA,null,13.38
